Dice Held,Dice On Table,Rolls Left,Action,Action Value,Q-Value
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(1,)",7.248390569702011
"(1, 2, 3, 6)","(5,)",2,Action.HOLD,"(3, 6)",12.28916862579
"(1, 2, 3, 5, 6)",(),2,Action.SCORE,Category.FIVES,1.8624815500000005
"(1, 2, 3, 5, 6)",(),2,Action.SCORE,Category.CHANCE,64.52284303676299
"(1, 2, 3, 5, 6)",(),2,Action.HOLD,"(6,)",37.71911240318039
"(1, 2, 3, 5, 6)",(),2,Action.HOLD,"(3,)",2.0
"(1, 2, 3, 5, 6)",(),2,Action.HOLD,"(1,)",40.264161633177466
"(1, 2, 3, 5, 6)",(),2,Action.HOLD,"(2,)",51.532170390882825
"(1, 2, 3, 5, 6)",(),2,Action.HOLD,"(5,)",34.4917700160953
(),"(1, 3, 3, 4, 5)",1,Action.ROLL,,4.430370126523803
(),"(1, 3, 3, 4, 5)",1,Action.SCORE,Category.CHANCE,159.8353796006719
(),"(2, 2, 2, 3, 6)",0,Action.SCORE,Category.YAHTZEE,0.0
(),"(2, 2, 2, 3, 6)",0,Action.ROLL,,0.0
(),"(1, 3, 4, 5, 6)",2,Action.SCORE,Category.ONES,-0.8109000000000001
(),"(1, 3, 4, 5, 6)",2,Action.HOLD,"(4,)",0
(),"(1, 3, 4, 5, 6)",2,Action.ROLL,,-99.99998044336655
(),"(1, 3, 4, 5, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,195.2029440956231
(),"(1, 3, 4, 5, 6)",2,Action.RELEASE,,25.455843765051906
"(4,)","(1, 3, 5, 6)",2,Action.SCORE,Category.CHANCE,19.82738429
"(4,)","(1, 3, 5, 6)",2,Action.RELEASE,"(4,)",-93.55359641638896
"(4,)","(1, 3, 5, 6)",2,Action.ROLL,,0
"(4,)","(1, 3, 5, 6)",2,Action.HOLD,"(1, 3, 6)",0
"(4,)","(1, 3, 5, 6)",2,Action.HOLD,"(4,)",176.10838250673095
"(4,)","(1, 3, 5, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,111.21875832595897
"(1, 4, 5)","(3, 6)",2,Action.ROLL,,0
"(1, 4, 5)","(3, 6)",2,Action.HOLD,"(6,)",0
"(1, 4, 5)","(3, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,74.00839092640584
"(1, 4, 5)","(3, 6)",2,Action.RELEASE,"(1,)",0
"(1, 4, 5)","(3, 6)",2,Action.HOLD,"(1, 5)",13.619984708644953
"(1, 4, 5)","(3, 6)",2,Action.HOLD,"(1,)",9.4529117302311
"(1, 4, 5)","(3, 6)",2,Action.RELEASE,"(1, 4, 5)",-25.96390786679952
"(1, 4, 5)","(3, 6)",2,Action.HOLD,"(5,)",1.5
"(1, 4, 5, 6)","(3,)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1, 4, 5, 6)","(3,)",2,Action.RELEASE,"(6,)",0
"(1, 4, 5, 6)","(3,)",2,Action.ROLL,,0
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(3,)",0
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(6,)",18.190360902672385
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(1,)",10.114520524382296
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(1, 5, 6)",87.4713126142592
"(1, 4, 5, 6)","(3,)",2,Action.SCORE,Category.SMALL_STRAIGHT,31.27580365482541
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(5,)",11.512792031541194
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(5, 6)",5.373
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(1, 6)",10.0529177
"(1, 4, 5, 6)","(3,)",2,Action.HOLD,"(1, 5)",10.782189022
"(1, 4, 5, 6)","(5,)",1,Action.SCORE,Category.SIXES,18.417670126521614
"(1, 4, 5, 6)","(5,)",1,Action.ROLL,,8.430617818387073
"(1, 4, 5, 6)","(2,)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(1, 4, 5, 6)","(2,)",0,Action.ROLL,,0.0
(),"(1, 3, 4, 4, 5)",2,Action.SCORE,Category.THREES,-0.16817300000000035
(),"(1, 3, 4, 4, 5)",2,Action.HOLD,"(5,)",0
(),"(1, 3, 4, 4, 5)",2,Action.ROLL,,-99.96099799077525
(),"(1, 3, 4, 4, 5)",2,Action.RELEASE,,14.72914733874544
(),"(1, 3, 4, 4, 5)",2,Action.SCORE,Category.CHANCE,64.68990004976038
"(5,)","(1, 3, 4, 4)",2,Action.SCORE,Category.FULL_HOUSE,0
"(5,)","(1, 3, 4, 4)",2,Action.ROLL,,0
"(5,)","(1, 3, 4, 4)",2,Action.RELEASE,"(5,)",-17.382931383019976
"(5,)","(1, 3, 4, 4)",2,Action.HOLD,"(1, 4)",0
"(5,)","(1, 3, 4, 4)",2,Action.HOLD,"(5,)",192.07342183879715
"(5,)","(1, 3, 4, 4)",2,Action.SCORE,Category.CHANCE,-5.991201665831438
"(1, 4, 5)","(3, 4)",2,Action.SCORE,Category.TWOS,0
"(1, 4, 5)","(3, 4)",2,Action.RELEASE,"(1, 4)",0
"(1, 4, 5)","(3, 4)",2,Action.ROLL,,0
"(1, 4, 5)","(3, 4)",2,Action.HOLD,"(3,)",0
"(1, 4, 5)","(3, 4)",2,Action.HOLD,"(1, 4)",15.31689686518711
"(1, 4, 5)","(3, 4)",2,Action.SCORE,Category.CHANCE,-0.89103
"(1, 4, 5)","(3, 4)",2,Action.HOLD,"(4,)",5.516558600000001
"(1, 4, 4, 5)","(3,)",2,Action.ROLL,,0
"(1, 4, 4, 5)","(3,)",2,Action.HOLD,"(3,)",0
"(1, 4, 4, 5)","(3,)",2,Action.RELEASE,"(4,)",0
"(1, 4, 4, 5)","(3,)",2,Action.SCORE,Category.FOURS,6.72
"(1, 4, 4, 5)","(3,)",2,Action.HOLD,"(4,)",64.32336843591384
"(1, 4, 4, 5)","(3,)",2,Action.HOLD,"(1, 4, 4)",149.77455304231992
"(1, 4, 4, 5)","(3,)",2,Action.SCORE,Category.CHANCE,-2.3057791614603445
"(1, 4, 4, 5)","(3,)",2,Action.HOLD,"(1,)",5.770896249559777
"(1, 4, 4, 5)","(3,)",2,Action.HOLD,"(4, 4)",19.60266
"(1, 5)","(3, 4, 4)",2,Action.HOLD,"(4,)",0
"(1, 5)","(3, 4, 4)",2,Action.SCORE,Category.FIVES,3.45
"(1, 5)","(3, 4, 4)",2,Action.ROLL,,0
"(1, 5)","(3, 4, 4)",2,Action.RELEASE,"(5,)",0
"(1, 5)","(3, 4, 4)",2,Action.RELEASE,"(1, 5)",-29.081244709747647
"(1, 5)","(3, 4, 4)",2,Action.HOLD,"(1,)",22.616509078281446
"(1, 5)","(3, 4, 4)",2,Action.SCORE,Category.CHANCE,-1.1821197
"(1,)","(3, 4, 4, 5)",2,Action.HOLD,"(3, 4, 5)",0
"(1,)","(3, 4, 4, 5)",2,Action.ROLL,,0
"(1,)","(3, 4, 4, 5)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1,)","(3, 4, 4, 5)",2,Action.RELEASE,"(1,)",-35.295398871639804
"(1,)","(3, 4, 4, 5)",2,Action.SCORE,Category.CHANCE,-0.48029850300000004
"(1,)","(2, 4, 5, 5)",1,Action.ROLL,,8.629727151212562
"(1,)","(2, 4, 5, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1,)","(2, 4, 5, 5)",1,Action.SCORE,Category.CHANCE,26.699657124732433
"(1,)","(3, 3, 5, 5)",0,Action.SCORE,Category.ONES,4.039461631144146
"(1,)","(3, 3, 5, 5)",0,Action.ROLL,,0.0
(),"(1, 2, 2, 3, 5)",2,Action.ROLL,,-99.9613880108675
(),"(1, 2, 2, 3, 5)",2,Action.HOLD,"(3,)",0
(),"(1, 2, 2, 3, 5)",2,Action.SCORE,Category.FIVES,-0.2490418064643949
(),"(1, 2, 2, 3, 5)",2,Action.SCORE,Category.CHANCE,24.55861900793472
(),"(1, 2, 2, 3, 5)",2,Action.RELEASE,,11.926089397694936
(),"(1, 1, 3, 5, 6)",1,Action.ROLL,,5.264474027207656
(),"(1, 1, 3, 5, 6)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
(),"(1, 1, 3, 5, 6)",1,Action.SCORE,Category.CHANCE,159.8518914166514
(),"(2, 3, 3, 3, 5)",0,Action.SCORE,Category.THREE_OF_A_KIND,159.99999995283284
(),"(2, 3, 3, 3, 5)",0,Action.ROLL,,0.0
(),"(1, 3, 3, 6, 6)",1,Action.SCORE,Category.FIVES,0.0
(),"(1, 3, 3, 6, 6)",1,Action.ROLL,,4.947301970347099
(),"(1, 3, 3, 6, 6)",1,Action.SCORE,Category.CHANCE,185.2480701776588
(),"(1, 1, 4, 5, 6)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
(),"(1, 1, 4, 5, 6)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 6, 6)",2,Action.ROLL,,-97.69220103586362
(),"(1, 1, 2, 6, 6)",2,Action.SCORE,Category.FOURS,0
(),"(1, 1, 2, 6, 6)",2,Action.HOLD,"(1,)",0
(),"(1, 1, 2, 6, 6)",2,Action.RELEASE,,10.65781457377266
(),"(1, 1, 2, 6, 6)",2,Action.SCORE,Category.CHANCE,51.847933754499564
"(1, 1)","(2, 6, 6)",2,Action.SCORE,Category.FOURS,0
"(1, 1)","(2, 6, 6)",2,Action.RELEASE,"(1,)",0
"(1, 1)","(2, 6, 6)",2,Action.ROLL,,0
"(1, 1)","(2, 6, 6)",2,Action.HOLD,"(6, 6)",0
"(1, 1)","(2, 6, 6)",2,Action.HOLD,"(1, 1)",265.8395836546641
"(1, 1)","(2, 6, 6)",2,Action.SCORE,Category.CHANCE,-7.407859379813719
"(1, 1, 6, 6)","(2,)",2,Action.SCORE,Category.THREES,0
"(1, 1, 6, 6)","(2,)",2,Action.RELEASE,"(1, 6, 6)",0
"(1, 1, 6, 6)","(2,)",2,Action.HOLD,"(2,)",0
"(1, 1, 6, 6)","(2,)",2,Action.ROLL,,0
"(1, 1, 6, 6)","(2,)",2,Action.HOLD,"(6, 6)",159.12525712629326
"(1, 1, 6, 6)","(2,)",2,Action.SCORE,Category.CHANCE,-1.6987429069450242
"(1, 1, 6, 6)","(2,)",2,Action.HOLD,"(6,)",70.12895707012929
"(1, 1, 2, 6, 6)",(),2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1, 1, 2, 6, 6)",(),2,Action.HOLD,"(2,)",45.79628476685207
"(1, 1, 2, 6, 6)",(),2,Action.SCORE,Category.CHANCE,54.404253067913835
"(1, 1, 2, 6, 6)",(),2,Action.HOLD,"(1,)",3.4000000000000004
"(1, 1, 2, 6, 6)",(),2,Action.HOLD,"(6,)",47.8967507215554
"(4, 5, 5, 6)","(1,)",2,Action.ROLL,,0
"(4, 5, 5, 6)","(1,)",2,Action.RELEASE,"(5, 6)",0
"(4, 5, 5, 6)","(1,)",2,Action.SCORE,Category.SIXES,6
"(4, 5, 5, 6)","(1,)",2,Action.HOLD,"(1,)",0
"(4, 5, 5, 6)","(1,)",2,Action.HOLD,"(4, 6)",106.03092752915423
"(4, 5, 5, 6)","(1,)",2,Action.HOLD,"(6,)",18.201232346498273
"(4, 5, 5, 6)","(1,)",2,Action.SCORE,Category.CHANCE,6.462409256707829
"(4, 5, 5, 6)","(1,)",2,Action.HOLD,"(4,)",19.59183035021961
(),"(1, 3, 4, 4, 6)",2,Action.HOLD,"(3, 4, 4, 6)",0
(),"(1, 3, 4, 4, 6)",2,Action.SCORE,Category.TWOS,0
(),"(1, 3, 4, 4, 6)",2,Action.ROLL,,-99.94169857138945
(),"(1, 3, 4, 4, 6)",2,Action.SCORE,Category.CHANCE,78.67340601989777
(),"(1, 3, 4, 4, 6)",2,Action.RELEASE,,16.308407479430127
"(3, 4, 4, 6)","(1,)",2,Action.RELEASE,"(3, 4)",0
"(3, 4, 4, 6)","(1,)",2,Action.HOLD,"(1,)",0
"(3, 4, 4, 6)","(1,)",2,Action.ROLL,,0
"(3, 4, 4, 6)","(1,)",2,Action.SCORE,Category.THREES,3
"(3, 4, 4, 6)","(1,)",2,Action.HOLD,"(3, 4, 4, 6)",1091.03811703186
"(3, 4, 4, 6)","(1,)",2,Action.SCORE,Category.CHANCE,-5.895672212758486
"(3, 4, 4, 6)","(1,)",2,Action.HOLD,"(3, 4, 4)",268.7750997758994
"(3, 4, 4, 6)","(6,)",1,Action.ROLL,,18.628458515753863
"(3, 4, 4, 6)","(6,)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(3, 4, 4, 6)","(6,)",1,Action.SCORE,Category.CHANCE,68.20703015009903
"(3, 4, 4, 6)","(4,)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(3, 4, 4, 6)","(4,)",0,Action.ROLL,,0.0
(),"(1, 1, 2, 4, 6)",2,Action.ROLL,,-99.95134665551228
(),"(1, 1, 2, 4, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,-2.0
(),"(1, 1, 2, 4, 6)",2,Action.HOLD,"(1, 2)",0
(),"(1, 1, 2, 4, 6)",2,Action.RELEASE,,17.813733505297833
(),"(1, 1, 2, 4, 6)",2,Action.SCORE,Category.CHANCE,38.75157975047261
"(1, 1, 2)","(4, 6)",2,Action.RELEASE,"(1, 1)",0
"(1, 1, 2)","(4, 6)",2,Action.ROLL,,0
"(1, 1, 2)","(4, 6)",2,Action.HOLD,"(6,)",0
"(1, 1, 2)","(4, 6)",2,Action.SCORE,Category.TWOS,2
"(1, 1, 2)","(4, 6)",2,Action.HOLD,"(1, 1, 2)",333.0763179862883
"(1, 1, 2)","(4, 6)",2,Action.SCORE,Category.CHANCE,-29.70546818279258
"(1, 1, 2)","(4, 6)",2,Action.HOLD,"(1, 1)",48.04554533760306
"(2,)","(1, 1, 4, 6)",2,Action.HOLD,"(1, 1)",0
"(2,)","(1, 1, 4, 6)",2,Action.ROLL,,0
"(2,)","(1, 1, 4, 6)",2,Action.SCORE,Category.TWOS,-1.6218000000000001
"(2,)","(1, 1, 4, 6)",2,Action.RELEASE,"(2,)",-169.35079821609511
"(2,)","(1, 1, 4, 6)",2,Action.SCORE,Category.CHANCE,-15.693900401159803
"(1, 1, 2)","(2, 4)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1, 1, 2)","(2, 4)",1,Action.ROLL,,6.76493454720799
"(1, 1, 2)","(2, 4)",1,Action.SCORE,Category.CHANCE,2.9701000000000004
"(1, 1, 2)","(1, 5)",0,Action.SCORE,Category.SIXES,0.0
"(1, 1, 2)","(1, 5)",0,Action.ROLL,,0.0
(),"(2, 4, 4, 6, 6)",2,Action.ROLL,,-97.91286798411117
(),"(2, 4, 4, 6, 6)",2,Action.SCORE,Category.FIVES,-1.0
(),"(2, 4, 4, 6, 6)",2,Action.HOLD,"(2, 4, 6, 6)",0
(),"(2, 4, 4, 6, 6)",2,Action.SCORE,Category.CHANCE,116.96846582306783
(),"(1, 3, 5, 5, 6)",1,Action.ROLL,,4.397700872586625
(),"(1, 3, 5, 5, 6)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
(),"(1, 3, 5, 5, 6)",1,Action.SCORE,Category.CHANCE,199.45734423768897
(),"(1, 1, 2, 3, 3)",0,Action.SCORE,Category.THREES,59.99999999999963
(),"(1, 1, 2, 3, 3)",0,Action.ROLL,,0.0
(),"(2, 3, 3, 5, 6)",1,Action.ROLL,,5.82492755152917
(),"(2, 3, 3, 5, 6)",1,Action.SCORE,Category.YAHTZEE,0
(),"(2, 3, 3, 5, 6)",1,Action.SCORE,Category.CHANCE,189.60699481654342
(),"(2, 2, 3, 3, 5)",0,Action.SCORE,Category.TWOS,39.99999999999963
(),"(2, 2, 3, 3, 5)",0,Action.ROLL,,0.0
(),"(1, 4, 5, 6, 6)",2,Action.HOLD,"(4, 5)",0
(),"(1, 4, 5, 6, 6)",2,Action.ROLL,,-99.93991395579039
(),"(1, 4, 5, 6, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
(),"(1, 4, 5, 6, 6)",2,Action.SCORE,Category.CHANCE,114.8870285500189
(),"(1, 4, 5, 6, 6)",2,Action.RELEASE,,13.98372681421637
(),"(1, 1, 2, 3, 6)",1,Action.ROLL,,2.8458338192154415
(),"(1, 1, 2, 3, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
(),"(1, 1, 2, 3, 6)",1,Action.SCORE,Category.CHANCE,129.77784467523702
(),"(1, 3, 4, 5, 5)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
(),"(1, 3, 4, 5, 5)",0,Action.ROLL,,0.0
(),"(2, 4, 4, 5, 6)",2,Action.HOLD,"(2, 4, 4)",0
(),"(2, 4, 4, 5, 6)",2,Action.ROLL,,-99.93289011842866
(),"(2, 4, 4, 5, 6)",2,Action.SCORE,Category.YAHTZEE,0
(),"(2, 4, 4, 5, 6)",2,Action.SCORE,Category.CHANCE,104.4779784753254
(),"(2, 4, 4, 5, 6)",2,Action.RELEASE,,9.038003448532779
(),"(1, 2, 3, 4, 5)",1,Action.SCORE,Category.FOURS,39.99990774566553
(),"(1, 2, 3, 4, 5)",1,Action.ROLL,,3.275417006592406
(),"(5, 6, 6, 6, 6)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(5, 6, 6, 6, 6)",0,Action.ROLL,,0.0
(),"(2, 2, 4, 5, 6)",2,Action.HOLD,"(2,)",0
(),"(2, 2, 4, 5, 6)",2,Action.ROLL,,-99.96508000914814
(),"(2, 2, 4, 5, 6)",2,Action.SCORE,Category.SIXES,1.021793384247481
(),"(2, 2, 4, 5, 6)",2,Action.RELEASE,,20.517932356982506
(),"(2, 2, 4, 5, 6)",2,Action.SCORE,Category.CHANCE,84.10699629993735
(),"(2, 3, 5, 5, 6)",1,Action.SCORE,Category.CHANCE,209.81417211590525
(),"(2, 3, 5, 5, 6)",1,Action.ROLL,,2.0994199609946516
(),"(1, 5, 5, 6, 6)",0,Action.SCORE,Category.ONES,9.999999999999908
(),"(1, 5, 5, 6, 6)",0,Action.ROLL,,0.0
(),"(1, 3, 4, 6, 6)",2,Action.SCORE,Category.SIXES,19.960378562964237
(),"(1, 3, 4, 6, 6)",2,Action.ROLL,,-99.96745228657775
(),"(1, 3, 4, 6, 6)",2,Action.HOLD,"(1, 3, 6, 6)",0
(),"(1, 3, 4, 6, 6)",2,Action.RELEASE,,0.9801
"(1, 3, 6, 6)","(4,)",2,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1, 3, 6, 6)","(4,)",2,Action.HOLD,"(4,)",0
"(1, 3, 6, 6)","(4,)",2,Action.RELEASE,"(6,)",0
"(1, 3, 6, 6)","(4,)",2,Action.ROLL,,0
"(1, 3, 6, 6)","(4,)",2,Action.HOLD,"(1, 3, 6, 6)",1036.367278070727
"(1, 3, 6, 6)","(4,)",2,Action.SCORE,Category.CHANCE,5.464351133569626
"(1, 3, 6, 6)","(4,)",2,Action.HOLD,"(1, 6, 6)",78.03628488096834
"(1, 3, 6, 6)","(5,)",1,Action.SCORE,Category.SIXES,33.423896329783034
"(1, 3, 6, 6)","(5,)",1,Action.ROLL,,8.49192053984349
"(1, 3, 6, 6)","(6,)",0,Action.SCORE,Category.SIXES,176.48015000006097
"(1, 3, 6, 6)","(6,)",0,Action.ROLL,,0.0
(),"(3, 3, 5, 5, 6)",2,Action.ROLL,,-96.78458856169617
(),"(3, 3, 5, 5, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,-1.0
(),"(3, 3, 5, 5, 6)",2,Action.HOLD,"(3, 3)",0
(),"(3, 3, 5, 5, 6)",2,Action.SCORE,Category.CHANCE,112.35511521966446
(),"(3, 3, 5, 5, 6)",2,Action.RELEASE,,12.153704997876144
"(3, 3)","(5, 5, 6)",2,Action.RELEASE,"(3,)",0
"(3, 3)","(5, 5, 6)",2,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(3, 3)","(5, 5, 6)",2,Action.HOLD,"(5, 5)",0
"(3, 3)","(5, 5, 6)",2,Action.ROLL,,0
"(3, 3)","(5, 5, 6)",2,Action.HOLD,"(3, 3)",465.5853813659682
"(3, 3)","(5, 5, 6)",2,Action.SCORE,Category.CHANCE,13.352706781302041
"(3, 3, 5, 6)","(5,)",2,Action.HOLD,"(5,)",9.1421582511612
"(3, 3, 5, 6)","(5,)",2,Action.SCORE,Category.SIXES,6
"(3, 3, 5, 6)","(5,)",2,Action.ROLL,,0
"(3, 3, 5, 6)","(5,)",2,Action.RELEASE,"(3, 3, 5)",0
"(3, 3, 5, 6)","(5,)",2,Action.HOLD,"(5, 6)",107.54112452217764
"(3, 3, 5, 6)","(5,)",2,Action.SCORE,Category.CHANCE,5.323125037328631
"(3, 3, 5, 5, 6)",(),2,Action.SCORE,Category.FIVES,5.35513444725728
"(3, 3, 5, 5, 6)",(),2,Action.HOLD,"(6,)",53.27619689804761
"(3, 3, 5, 5, 6)",(),2,Action.SCORE,Category.CHANCE,114.59538824860151
"(3, 3, 5, 5, 6)",(),2,Action.HOLD,"(3, 3, 5, 5)",105.35527241585737
"(3, 3, 5, 5, 6)",(),2,Action.HOLD,"(5,)",6.4
(),"(1, 2, 3, 5, 5)",2,Action.ROLL,,-99.96745228657775
(),"(1, 2, 3, 5, 5)",2,Action.HOLD,"(1, 2, 5, 5)",0
(),"(1, 2, 3, 5, 5)",2,Action.SCORE,Category.ONES,-0.8109000000000001
(),"(1, 2, 3, 5, 5)",2,Action.SCORE,Category.CHANCE,59.305280097273005
(),"(1, 2, 3, 5, 5)",2,Action.RELEASE,,3.6933375767511616
(),"(2, 2, 3, 4, 4)",1,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(2, 2, 3, 4, 4)",1,Action.ROLL,,4.435339529975541
(),"(2, 2, 3, 4, 4)",1,Action.SCORE,Category.CHANCE,146.74087962968605
(),"(1, 3, 3, 4, 6)",2,Action.ROLL,,-99.96328038252815
(),"(1, 3, 3, 4, 6)",2,Action.SCORE,Category.TWOS,-1.0
(),"(1, 3, 3, 4, 6)",2,Action.HOLD,"(3,)",0
(),"(1, 3, 3, 4, 6)",2,Action.RELEASE,,11.431286389343203
(),"(1, 3, 3, 4, 6)",2,Action.SCORE,Category.CHANCE,65.89877913642103
"(3, 3)","(1, 4, 6)",2,Action.HOLD,"(6,)",0
"(3, 3)","(1, 4, 6)",2,Action.ROLL,,0
"(3, 3)","(1, 4, 6)",2,Action.SCORE,Category.TWOS,0
"(3, 3)","(1, 4, 6)",2,Action.RELEASE,"(3,)",0
"(3, 3)","(1, 4, 6)",2,Action.HOLD,"(3, 3)",533.2971242464961
"(3, 3)","(1, 4, 6)",2,Action.SCORE,Category.CHANCE,-5.684267097717108
"(3, 3)","(1, 4, 6)",2,Action.RELEASE,"(3, 3)",-31.031823681780576
(),"(3, 4, 4, 5, 6)",1,Action.ROLL,,3.439449601865492
(),"(3, 4, 4, 5, 6)",1,Action.SCORE,Category.FOURS,79.94267808897364
(),"(2, 2, 3, 4, 5)",2,Action.ROLL,,-99.94985736923596
(),"(2, 2, 3, 4, 5)",2,Action.HOLD,"(2, 2, 3, 5)",0
(),"(2, 2, 3, 4, 5)",2,Action.SCORE,Category.FOURS,-0.7452704383360006
(),"(2, 2, 3, 4, 5)",2,Action.RELEASE,,10.74400850736566
(),"(2, 2, 3, 4, 5)",2,Action.SCORE,Category.SMALL_STRAIGHT,199.00318759565988
(),"(3, 3, 4, 6, 6)",1,Action.ROLL,,2.864055930264037
(),"(3, 3, 4, 6, 6)",1,Action.SCORE,Category.THREES,58.17419522226689
(),"(1, 2, 2, 4, 6)",0,Action.SCORE,Category.YAHTZEE,0.0
(),"(1, 2, 2, 4, 6)",0,Action.ROLL,,0.0
(),"(2, 2, 3, 3, 4)",2,Action.SCORE,Category.FULL_HOUSE,-1.0
(),"(2, 2, 3, 3, 4)",2,Action.ROLL,,-97.99510931319395
(),"(2, 2, 3, 3, 4)",2,Action.HOLD,"(2, 3)",0
(),"(2, 2, 3, 3, 4)",2,Action.SCORE,Category.CHANCE,37.92000275416108
(),"(2, 2, 3, 3, 4)",2,Action.RELEASE,,1.7553966089000048
"(2, 2, 3, 3)","(4,)",2,Action.RELEASE,"(3,)",0
"(2, 2, 3, 3)","(4,)",2,Action.HOLD,"(4,)",0
"(2, 2, 3, 3)","(4,)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(2, 2, 3, 3)","(4,)",2,Action.ROLL,,0
"(2, 2, 3, 3)","(4,)",2,Action.HOLD,"(2, 2, 3, 3)",612.7796629421856
"(2, 2, 3, 3)","(4,)",2,Action.HOLD,"(3, 3)",77.3382572256151
"(2, 2, 3, 3)","(4,)",2,Action.SCORE,Category.CHANCE,-14.974163751259308
"(2, 2)","(3, 3, 4)",2,Action.SCORE,Category.FOUR_OF_A_KIND,-2.0
"(2, 2)","(3, 3, 4)",2,Action.ROLL,,0
"(2, 2)","(3, 3, 4)",2,Action.RELEASE,"(2,)",0
"(2, 2)","(3, 3, 4)",2,Action.HOLD,"(3,)",0
"(2, 2)","(3, 3, 4)",2,Action.RELEASE,"(2, 2)",-108.8891824414604
"(2, 2)","(3, 3, 4)",2,Action.SCORE,Category.CHANCE,-3.9250285476312445
"(2, 2, 3, 3)","(6,)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(2, 2, 3, 3)","(6,)",1,Action.ROLL,,8.467895580903432
"(2, 2, 3, 3)","(6,)",1,Action.SCORE,Category.CHANCE,29.13488998444307
"(2, 2, 3, 3)","(6,)",0,Action.SCORE,Category.THREES,54.91062455339627
"(2, 2, 3, 3)","(6,)",0,Action.ROLL,,0.0
(),"(1, 1, 4, 4, 5)",1,Action.SCORE,Category.SIXES,0.0
(),"(1, 1, 4, 4, 5)",1,Action.ROLL,,2.6860883786449
(),"(1, 1, 4, 4, 5)",1,Action.SCORE,Category.CHANCE,143.54483766986712
(),"(3, 4, 4, 5, 6)",0,Action.SCORE,Category.THREES,29.999999999999815
(),"(3, 4, 4, 5, 6)",0,Action.ROLL,,0.0
(),"(3, 3, 3, 5, 6)",2,Action.SCORE,Category.SMALL_STRAIGHT,-1.0
(),"(3, 3, 3, 5, 6)",2,Action.ROLL,,-92.36850160934064
(),"(3, 3, 3, 5, 6)",2,Action.HOLD,"(6,)",0
(),"(3, 3, 3, 5, 6)",2,Action.RELEASE,,6.13682963457967
(),"(3, 3, 3, 5, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,88.1294589563179
(),"(2, 3, 4, 5, 5)",1,Action.ROLL,,3.622131954904365
(),"(2, 3, 4, 5, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,0
(),"(2, 3, 4, 5, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,299.5269400447757
(),"(1, 1, 1, 3, 6)",0,Action.SCORE,Category.FULL_HOUSE,0.0
(),"(1, 1, 1, 3, 6)",0,Action.ROLL,,0.0
(),"(1, 2, 2, 3, 6)",2,Action.HOLD,"(2, 3, 6)",0
(),"(1, 2, 2, 3, 6)",2,Action.SCORE,Category.FIVES,0
(),"(1, 2, 2, 3, 6)",2,Action.ROLL,,-99.94343018212061
(),"(1, 2, 2, 3, 6)",2,Action.RELEASE,,2.5743673784647987
(),"(1, 2, 2, 3, 6)",2,Action.SCORE,Category.CHANCE,39.75860338169321
"(2, 2, 3, 6)","(1,)",2,Action.RELEASE,"(2, 3)",0
"(2, 2, 3, 6)","(1,)",2,Action.HOLD,"(1,)",0
"(2, 2, 3, 6)","(1,)",2,Action.ROLL,,0
"(2, 2, 3, 6)","(1,)",2,Action.SCORE,Category.FOURS,0
"(2, 2, 3, 6)","(1,)",2,Action.HOLD,"(2, 2, 3, 6)",857.3549248731982
